"artist","attack","cardClass","classes__001","classes__002","classes__003","collectible","collectionText","cost","dbfId","entourage__-","faction","entourage","durability","elite","flavor","howToEarn","health","hideStats","howToEarnGolden","id","mechanics__001","multiClassGroup","mechanics__002","mechanics__003","mechanics__004","name","playRequirements__REQ_FRIENDLY_MINION_DIED_THIS_GAME","playRequirements__REQ_MINION_OR_ENEMY_HERO","playRequirements__REQ_STEADY_SHOT","playRequirements__REQ_ENTIRE_ENTOURAGE_NOT_IN_PLAY","playRequirements__REQ_ENEMY_WEAPON_EQUIPPED","playRequirements__REQ_DAMAGED_TARGET","playRequirements__REQ_TARGET_IF_AVAILABLE_AND_MINIMUM_FRIENDLY_SECRETS","playRequirements__REQ_WEAPON_EQUIPPED","playRequirements__REQ_MINIMUM_TOTAL_MINIONS","playRequirements__REQ_TARGET_IF_AVAILABLE_AND_MINIMUM_FRIENDLY_MINIONS","playRequirements__REQ_LEGENDARY_TARGET","playRequirements__REQ_MINION_SLOT_OR_MANA_CRYSTAL_SLOT","playRequirements__REQ_FROZEN_TARGET","playRequirements__REQ_TARGET_FOR_COMBO","overload","playRequirements__REQ_MINIMUM_ENEMY_MINIONS","playRequirements__REQ_SECRET_ZONE_CAP_FOR_NON_SECRET","playRequirements__REQ_HERO_TARGET","playRequirements__REQ_FRIENDLY_TARGET","playRequirements__REQ_ENEMY_TARGET","playRequirements__REQ_MINION_TARGET","playRequirements__REQ_MUST_TARGET_TAUNTER","playRequirements__REQ_STEALTHED_TARGET","playRequirements__REQ_TARGET_WITH_DEATHRATTLE","playRequirements__REQ_NONSELF_TARGET","playRequirements__REQ_TARGET_IF_AVAILABE_AND_ELEMENTAL_PLAYED_LAST_TURN","playRequirements__REQ_TARGET_IF_AVAILABLE_AND_DRAGON_IN_HAND","playRequirements__REQ_TARGET_IF_AVAILABLE","playRequirements__REQ_TARGET_WITH_RACE","playRequirements__REQ_NUM_MINION_SLOTS","playRequirements__REQ_TARGET_MAX_ATTACK","playRequirements__REQ_TARGET_MIN_ATTACK","playRequirements__REQ_TARGET_TO_PLAY","playRequirements__REQ_UNDAMAGED_TARGET","playerClass","race","rarity","referencedTags__001","referencedTags__002","referencedTags__003","set","spellDamage","targetingArrowText","text","type"
"","","NEUTRAL","","","","","","0","25396","","","","","","","","","","","LOEA16_6","","","","","","Shard of Sulfuras","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NEUTRAL","","","","","","LOE","","","Deal $5 damage to ALL characters.","SPELL"
"","","NEUTRAL","","","","","","0","2559","","","","","","","","","","","BRMA17_8H","AI_MUST_PLAY","","","","","Nefarian Strikes!","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NEUTRAL","","","","","","BRM","","","<b>Hero Power</b>\nNefarian rains fire from above!","HERO_POWER"
"Matt Dixon","3","NEUTRAL","","","","True","","4","41289","","","","","True","She sees the fate of anyone she meets, but it's always the same: dinosaur attack.","","4","","","UNG_900","","","","","","Spiritsinger Umbra","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NEUTRAL","","LEGENDARY","DEATHRATTLE","","","UNGORO","","","After you summon a minion, trigger its <b>Deathrattle</b> effect.","MINION"
"Justin Sweet","4","NEUTRAL","","","","True","","5","61","","HORDE","","","","She'll craft you a sword, but you'll need to bring her 5 Steel Ingots, 3 Motes of Earth, and the scalp of her last customer.","","6","","","CS2_221","ENRAGED","","","","","Spiteful Smith","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NEUTRAL","","COMMON","","","","EXPERT1","","","<b>Enrage:</b> Your weapon has +2 Attack.","MINION"
"Kevin Chen","","WARLOCK","","","","True","","2","2535","","","","","","Very dangerous when attached to a demonbomb.","","","","","AT_024","","","","","","Demonfuse","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","15","","","","0","","WARLOCK","","COMMON","","","","TGT","","","Give a Demon +3/+3. Give your opponent a Mana Crystal.","SPELL"
"Tim McBurnie","3","NEUTRAL","","","","True","","3","1063","","","","","","Do Murlocs ever get tired of making the same old sound?  Nope!  Mrglglrglglglglglglgl!","","3","","","EX1_507","AURA","","","","","Murloc Warleader","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NEUTRAL","MURLOC","EPIC","","","","EXPERT1","","","Your other Murlocs have +2/+1.","MINION"
"","3","NEUTRAL","","","","","","1","25274","","","","","","","","6","","","LOEA07_24","TAUNT","","CANT_ATTACK","","","Spiked Decoy","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NEUTRAL","MECHANICAL","","","","","LOE","","","<b>Taunt</b>\nCan't attack.","MINION"
"","","NEUTRAL","","","","","","","40275","","","","","","","","15","","","KARA_06_02heroic","","","","","","Julianne","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NEUTRAL","","","","","","KARA","","","","HERO"
"Greg Staples","5","NEUTRAL","","","","True","","5","2409","","","","","","He got his name when he gave Blackwing some comic books and rock & roll records.","Unlocked in Hidden Laboratory, in the Blackrock Mountain adventure.","4","","Crafting unlocked in Hidden Laboratory, in the Blackrock Mountain adventure.","BRM_034","BATTLECRY","","","","","Blackwing Corruptor","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","NEUTRAL","","COMMON","","","","BRM","","Deal 3 damage.","<b>Battlecry:</b> If you're holding a Dragon, deal 3 damage.","MINION"
"Peet Cooper","2","SHAMAN","","","","True","","4","2617","","","","4","","You can only pick it up if you are worthy.","","","","","AT_050","DEATHRATTLE","","","","","Charged Hammer","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SHAMAN","","EPIC","","","","TGT","","","<b>Deathrattle:</b> Your Hero Power becomes 'Deal 2 damage.'","WEAPON"
"","","NEUTRAL","","","","","","0","40107","","","","","","","","","True","","KARA_12_02H","","","","","","Ley Lines","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NEUTRAL","","","","","","KARA","","","[x]<b>Passive Hero Power</b>\nBoth players have\n<b>Spell Damage +5</b>.","HERO_POWER"
"E. M. Gist","7","SHAMAN","","","","True","","4","38263","","","","","","He's on fire! Boomshakalaka!","","7","","","OG_024","","","","","","Flamewreathed Faceless","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","SHAMAN","","COMMON","","","","OG","","","<b>Overload:</b> (2)","MINION"
"","","NEUTRAL","","","","","","","2452","","","","","","","","50","","","BRMA08_1H","","","","","","General Drakkisath","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NEUTRAL","","","","","","BRM","","","","HERO"
"Dany Orizio","8","NEUTRAL","","","","True","","9","363","","","","","True","Onyxia long manipulated the Stormwind Court by disguising herself as Lady Katrana Prestor.   You would have thought that the giant wings and scales would have been a giveaway.","","8","","","EX1_562","BATTLECRY","","","","","Onyxia","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NEUTRAL","DRAGON","LEGENDARY","","","","EXPERT1","","","<b>Battlecry:</b> Summon 1/1 Whelps until your side of the battlefield is full.","MINION"
"","3","DREAM","","","","","","3","340","","","","","","","","5","","","DREAM_01","CANT_BE_TARGETED_BY_SPELLS","","CANT_BE_TARGETED_BY_HERO_POWERS","","","Laughing Sister","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","DREAM","","","","","","EXPERT1","","","Can't be targeted by spells or Hero Powers.","MINION"
"Zoltan Boros","2","NEUTRAL","","","","True","","1","2502","","","","","","Don't worry.  With a little skin cream he's going to clear right up.","","4","","","AT_105","BATTLECRY","","","","","Injured Kvaldir","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NEUTRAL","","RARE","","","","TGT","","","<b>Battlecry:</b> Deal 3 damage to this minion.","MINION"
"","5","NEUTRAL","","","","","","6","1877","","","","","","","","6","","","NAX8_05","DEATHRATTLE","","","","","Unrelenting Rider","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NEUTRAL","","","","","","NAXX","","","<b>Deathrattle:</b> Summon a Spectral Rider for your opponent.","MINION"
"Tooth","1","PALADIN","","","","","","1","39692","","","","","","","","1","","","KAR_010a","","","","","","Whelp","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","PALADIN","DRAGON","","","","","KARA","","","","MINION"
"","","NEUTRAL","","","","","","0","2091","","","","","","","","","","","XXX_047","","","","","","Destroy Deck","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","0","","NEUTRAL","","COMMON","","","","CHEAT","","","Delete an opponent's deck","SPELL"
"Rafael Zanchetin","","MAGE","","","","","","","41495","","","","","","","","","","","UNG_028e","","","","","","Insightful","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MAGE","","","","","","UNGORO","","","Take an extra turn.","ENCHANTMENT"
"Jim Nelson","3","NEUTRAL","","","","True","","5","39489","","","","","","He mostly watches light romantic comedies.","Unlocked in the Menagerie, in One Night in Karazhan.","6","","Crafting unlocked in the Menagerie, in One Night in Karazhan.","KAR_037","BATTLECRY","","","","","Avian Watcher","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NEUTRAL","","RARE","SECRET","TAUNT","","KARA","","","<b>Battlecry:</b> If you control a <b>Secret</b>, gain +1/+1\nand <b>Taunt</b>.","MINION"
"Dany Orizio","3","WARRIOR","","","","True","","3","38530","","","","","","But goes by ""Ravishing Ghoul"" when he hits the club.","","3","","","OG_149","BATTLECRY","","","","","Ravaging Ghoul","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","WARRIOR","","COMMON","","","","OG","","","<b>Battlecry:</b> Deal 1 damage to all other minions.","MINION"
"","","NEUTRAL","","","","","","","38554","","","","","","","","30","","","LOEA05_01h","","","","","","Chieftain Scarvash","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NEUTRAL","","","","","","LOE","","","","HERO"
"","7","NEUTRAL","","","","","","0","39872","","","","","True","","","5","","","XXX_100","BATTLECRY","","","","","Yogg-Saron Test (Manual)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NEUTRAL","","LEGENDARY","","","","CHEAT","","","<b>Battlecry:</b> Cast each spell you've cast this game <i>(targets chosen randomly)</i>.","MINION"
"Rafael Zanchetin","2","PALADIN","","","","True","","1","38740","","","","","","""Don't worry about me… I'll just be here... under these tentacles.""","","1","","","OG_221","DEATHRATTLE","","","","","Selfless Hero","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","PALADIN","","RARE","DIVINE_SHIELD","","","OG","","","<b>Deathrattle:</b> Give a random friendly minion <b>Divine Shield</b>.","MINION"
"","2","ROGUE","","","","","","1","46055","","","","2","","","","","","","AT_132_ROGUEt_H1","","","","","","Poisoned Dagger","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ROGUE","","","","","","HERO_SKINS","","","","WEAPON"
"","","NEUTRAL","","","","","","0","2244","","","","","","","","","","","XXX_050","","","","","","Destroy a Mana Crystal","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","0","","NEUTRAL","","COMMON","","","","CHEAT","","","Pick a player and destroy one of his Mana Crystals.","SPELL"
"","","PRIEST","","","","","","","38424","","","","","","","","","","","OG_094e","","","","","","Tentacles","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","PRIEST","","","","","","OG","","","+2/+6","ENCHANTMENT"
"","","NEUTRAL","","","","","","","39039","","","","","","","","","","","TB_PickYourFate_7_EnchMiniom2nd","","","","","","Fate","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NEUTRAL","","","","","","TB","","","<b>Deathrattle:</b> random card in owner's hand costs (0).","ENCHANTMENT"
"","4","DRUID","","","","","","5","38319","","","","","","","","6","","","OG_044a","CHARGE","","TAUNT","","","Druid of the Claw","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","DRUID","BEAST","COMMON","","","","EXPERT1","","","<b>Charge</b>\n<b>Taunt</b>","MINION"
"Alex Konstad","","WARLOCK","","","","","","5","41942","","","","","True","","","","","","UNG_829t1","","","","","","Nether Portal","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","WARLOCK","","LEGENDARY","","","","UNGORO","","","Open a permanent portal that summons 3/2 Imps.","SPELL"
"Jonboy Meyers","","PALADIN","","","","True","","3","2717","","","","","","""Arf! Arf! Arf!"" - Seal of Champions","","","","","AT_074","","","","","","Seal of Champions","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","0","","PALADIN","","COMMON","DIVINE_SHIELD","","","TGT","","","Give a minion\n+3 Attack and <b>Divine Shield</b>.","SPELL"
"","","NEUTRAL","","","","","","","2158","","","","","","","","","","","PART_001e","","","","","","Armor Plating","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NEUTRAL","","","","","","GVG","","","+1 Health.","ENCHANTMENT"
"Jimmy Lo","","HUNTER","","","","True","","1","141","","","","","","Never play 'Hide and Go Seek' with a Hunter.","Unlocked at Level 6.","","","Unlocked at Level 40.","CS2_084","","","","","","Hunter's Mark","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","0","","HUNTER","","FREE","","","","CORE","","","Change a minion's Health to 1.","SPELL"
"","","NEUTRAL","","","","","","2","30799","","","","","","","","","","","NAX11_02H_2_TB","","","","","","Poison Cloud","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NEUTRAL","","","","","","TB","","","<b>Hero Power</b>\nDeal 1 damage to all enemy minions. If any die, summon a slime.","HERO_POWER"
"","","NEUTRAL","","","","","","","15352","","","","","","","","30","","","LOEA05_01","","","","","","Chieftain Scarvash","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NEUTRAL","","","","","","LOE","","","","HERO"
"","","NEUTRAL","","","","","","","40270","","","","","","","","20","","","KARA_05_01hheroic","","","","","","Big Bad Wolf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NEUTRAL","","COMMON","","","","KARA","","","","HERO"
"Matt Dixon","3","NEUTRAL","","","","True","","2","39476","","","","","","Alas poor Annoy-o-Tron! A fellow of infinite jest, of most excellent fancy!","Unlocked in the Opera, in One Night in Karazhan.","2","","Crafting unlocked in the Opera, in One Night in Karazhan.","KAR_011","TAUNT","","","","","Pompous Thespian","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NEUTRAL","","COMMON","","","","KARA","","","<b>Taunt</b>","MINION"
"Efrem Palacios","1","PALADIN","","","","True","","3","643","","","","5","","I dub you Sir Loin of Beef!","","","","","EX1_366","","","","","","Sword of Justice","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","PALADIN","","EPIC","","","","EXPERT1","","","After you summon a minion, give it +1/+1 and this loses 1 Durability.","WEAPON"
"Samwise","4","NEUTRAL","","","","True","","3","1109","","HORDE","","","","He claims it is an old war wound, but we think he just cut himself shaving.","","7","","","CS2_181","BATTLECRY","","","","","Injured Blademaster","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NEUTRAL","","RARE","","","","EXPERT1","","","<b>Battlecry:</b> Deal 4 damage to HIMSELF.","MINION"
"","","HUNTER","","","","","","2","30366","","","","","","","","","","","DS1h_292_H1_AT_132","","","","","","Ballista Shot","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","HUNTER","","","","","","HERO_SKINS","","","<b>Hero Power</b>\nDeal $3 damage to the enemy hero.","HERO_POWER"
"","","NEUTRAL","","","","","","0","2314","","","","","","","","","","","BRMA01_2","AI_MUST_PLAY","","","","","Pile On!","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","NEUTRAL","","","","","","BRM","","","<b>Hero Power</b>\nPut a minion from each deck into the battlefield.","HERO_POWER"
